"review_id","star_rating","helpful_votes","total_votes","vine","verified_purchase"
"R2EV57MP4IB96R",5,0,0,"N","Y"
"R3O830H6BG1GLV",5,0,0,"N","Y"
"R3A4QOAK5HO0MR",5,0,0,"N","Y"
"RPYH3FWMJSK6A",5,3,3,"N","Y"
"R2J28A849WWSV5",4,3,3,"N","Y"
"R2W2Z7KWK6W0BV",5,0,0,"N","N"
"R2A43O8L6ZQVDS",5,0,2,"N","N"
"R1U2XHV5F35SUC",1,1,2,"N","N"
"R15ZMZISJCLIPS",2,0,1,"N","N"
"R31D1MK7ANDWBS",5,0,0,"N","N"
"R2FKJK5VA9Z132",5,0,0,"N","Y"
"R98ZDJWIHT9W1",5,0,0,"N","N"
"R33NC2Y9MX9IIF",5,0,0,"N","Y"
"R26HVPQJXNM1SL",5,0,0,"N","N"
"R1G2MVCF9CRHCJ",5,0,0,"N","Y"
"RX1EDXKNU2GNJ",5,1,1,"N","Y"
"R32XA2XUZRONPE",5,1,1,"N","Y"
"R24KA3Q1Y3QCEL",1,0,2,"N","Y"
"R3EU1AU7FGW0XP",5,0,0,"N","Y"
"R2TD1WW7DRISXK",5,0,0,"N","Y"
"R1RXZBCQMS03DR",4,0,0,"N","Y"
"R25C38AQ81RVFT",3,0,0,"N","Y"
"R359CYSU5K2U3G",5,1,1,"N","Y"
"RDZ7QRKNCCYQI",5,0,0,"N","N"
"R3DORH58850SQT",5,1,2,"N","Y"
"R252DR7B1UZH6R",5,0,0,"N","Y"
"R28J62LPAJ2UOU",5,1,1,"N","Y"
"R2SAC14XCIMNJK",5,1,1,"N","N"
"ROFGFB4N9NW3G",5,0,0,"N","Y"
"R2XVZ478JCCBLS",5,1,2,"N","Y"
"R1GK7RIKS780DU",5,2,2,"N","Y"
"R96OQQQUOIUNE",5,1,1,"N","N"
"R1OE7ZTHZXU0WC",5,0,0,"N","Y"
"R3BFK6CR12MH5G",5,0,0,"N","Y"
"R2JW1JPYF7AQ5O",5,2,2,"N","N"
"R148OYGP010AGK",1,5,6,"N","Y"
"R33BBV2VSQVEQZ",2,0,1,"N","Y"
"RZWVIX3UCZUU9",4,0,0,"N","Y"
"R33TKVUPCP1XQG",5,0,0,"N","Y"
"R3R277RMQV27GG",5,0,0,"N","Y"
"R106CCZY2LA9QK",2,0,0,"N","Y"
"RVGG75RRE91C4",5,0,1,"N","Y"
"RATKZDD8JJ3B4",5,0,0,"N","Y"
"R3IYTWOAITOTSK",5,0,0,"N","Y"
"R6B5EWT8JXXDY",5,0,0,"N","Y"
"R39VU01YMFBDJB",4,0,2,"N","Y"
"R1FDVVZIWPAK8Z",5,0,0,"N","N"
"R1M1ZCCNQVAPV5",5,0,0,"N","Y"
"R2LSLQ7PSFBVHM",5,0,0,"N","Y"
"RGQ2YB4JYME6V",5,0,0,"N","N"
"R2N59GX1ZZX2M6",4,0,0,"N","Y"
"R23BKSJOKK6X4M",5,0,0,"N","Y"
"R5ZZPO9DAPYOZ",5,0,0,"N","Y"
"R3BB1EGKYJDVCE",1,1,1,"N","Y"
"R1EQNP9SST3K47",5,0,0,"N","Y"
"RHZMX5I7K70GQ",5,0,0,"N","Y"
"R3VNBQ6W1MEAOE",5,0,0,"N","Y"
"R2Y7M2WIDITIHX",5,1,1,"N","Y"
"R3DZBPVAN0ZAO",5,0,0,"N","N"
"R2S4VZUKHMAJO2",3,0,0,"N","Y"
"R2CXPHQGYR5VJN",5,0,0,"N","Y"
"R4CV1LR9R3H2H",4,1,1,"N","N"
"R2JO9D9A3AAD8O",5,0,1,"N","Y"
"R1ELOMA5EZJ3DR",5,0,1,"N","N"
"R2MT6NDF7FPYN7",5,0,1,"N","Y"
"R1SB7FDL36O9V0",1,0,0,"N","Y"
"R2VQBN0LAMH12J",3,0,0,"N","Y"
"RGOIPOAR5GSXN",5,1,2,"N","Y"
"R3GGKTP7Q4MFFR",5,0,0,"N","Y"
"R2APFDHTH41M9D",5,0,0,"N","Y"
"RG91AQ9CERF21",1,0,0,"N","N"
"R2KOVFO0TNNATU",5,0,0,"N","Y"
"RDHCX40TES954",5,0,1,"N","Y"
"R3G1EA968VNMGN",5,0,0,"N","Y"
"R341SE1P7Y8ASA",5,0,0,"N","Y"
"R1BWVJGZR30Y2L",5,0,0,"N","Y"
"R3FDFPWH64BJNY",5,1,1,"N","Y"
"R1RK7BRGXOFK99",5,0,0,"N","Y"
"R2CQVEP1XHP9HY",5,0,0,"N","Y"
"R3HOOEPM28CCHH",5,0,0,"N","Y"
"R2NPXZ778CFMB5",5,0,0,"N","N"
"R2S1PCPV3MBETX",5,0,0,"N","Y"
"R9F5WU3LGVBGQ",1,0,0,"N","Y"
"R12Z6CXHBM626K",5,1,1,"N","N"
"R9CGN4PWEMK1H",5,0,0,"N","N"
"R1FMEY6ITVGJL6",5,0,0,"N","Y"
"RHE822L8XR210",4,0,0,"N","Y"
"R3AQB69NY7YJUB",5,0,0,"N","Y"
"R2GG2I4O5ZUW6C",4,0,0,"N","Y"
"R2PTNAHFPWXYDZ",5,0,0,"N","N"
"R34D3RJTCNOZS4",2,1,2,"N","Y"
"R1EHPTLJ7XVXPL",5,0,0,"N","N"
"R15BH2QH07BRMC",4,2,2,"N","Y"
"R244KQKK3BMQQK",5,0,0,"N","Y"
"R11S1TT4T1B8HB",5,2,2,"N","Y"
"RYLVFGF10T56J",2,1,1,"N","Y"
"R2I0IUEN1IO6II",5,0,0,"N","Y"
"R1IWP4JCB406VQ",5,0,0,"N","Y"
"RTBMIJG99RRC3",5,0,0,"N","Y"
"R24UMAQNIFZKNR",5,0,0,"N","Y"
"RQVXT6GZJ1IMO",4,0,0,"N","N"
"R1MKUZFYRW9FUE",5,0,0,"N","N"
"R32BOJK4DW0ARX",4,0,0,"N","N"
"RC18AKKG8VD7C",5,0,0,"N","Y"
"RT91BH5YJGR60",3,0,0,"N","Y"
"R1EX134DVS04EU",2,1,1,"N","N"
"R3EIPSOYKGS6RP",5,2,2,"N","Y"
"R313D59MFSASAY",5,0,0,"N","Y"
"R3LPWTGQIB1QFO",5,0,0,"N","N"
"R2236UO82ZPQFJ",3,1,2,"N","Y"
"RO68USWV20T34",5,0,0,"N","Y"
"R15B6KI4G7MWD5",4,0,0,"N","Y"
"R1DB7VWW0Q4516",5,1,1,"N","Y"
"R1C1A7MQ7YA63F",5,0,0,"N","Y"
"R237VY6NDU7UX5",5,0,0,"N","Y"
"R2HX90NCQ7ZBQ",5,0,0,"N","Y"
"RPG5MRC49QE2U",5,0,0,"N","Y"
"R3ALVAVV9IUDPW",5,0,0,"N","Y"
"R20IOGF0ZJTDP7",5,0,0,"N","N"
"R5MJ8B3BC654A",4,2,3,"N","Y"
"R3HQJ42ZFO17AD",5,0,0,"N","Y"
"R262O3E9QPSA51",5,0,0,"N","Y"
"RQJN2SJTOX51N",4,0,0,"N","N"
"RLIUBDECBRB1E",4,0,0,"N","Y"
"R2RSEIOM9JEJEH",4,0,0,"N","Y"
"R7GLEMUEF898Z",5,43,46,"N","Y"
"R3BDI9WIXK9GNN",5,0,0,"N","N"
"R2BUDEO8YHCHXZ",5,0,0,"N","N"
"R11GR4700MJADG",5,0,1,"N","Y"
"RCW40F3P9GDHZ",5,0,0,"N","N"
"R3ASGAUH31BI53",5,0,0,"N","Y"
"RIB5MHI06XJQQ",4,0,0,"N","Y"
"R3MC1ABPDC0V1C",3,0,1,"N","N"
"R3G3TY1B81921E",5,0,0,"N","N"
"R2W69LOL0GCVEF",5,1,1,"N","Y"
"R3R2R83OLFX3KH",5,0,0,"N","Y"
"R1QIJGYEGS40HY",4,0,0,"N","Y"
"RRHITFQXGC3VK",1,0,1,"N","Y"
"R2T0NQ9TFPLVEE",5,0,0,"N","Y"
"R2X3VB8F8AOKDV",5,1,1,"N","Y"
"R3GBU3SUE47CVX",5,0,1,"N","N"
"R2JKZ2YKOOLD6V",2,0,0,"N","Y"
"R27WLKUBGIVFKF",5,0,1,"N","Y"
"R1OEEYJTSB63TT",5,0,0,"N","Y"
"RRPBXO7MXMY0N",5,0,0,"N","Y"
"R1NLPGJ3G4DY9I",5,0,0,"N","Y"
"R1CK46P0F540WK",4,0,0,"N","Y"
"R1HQA64ECQXJC9",5,0,0,"N","Y"
"R2EWQ7ANMT4OGM",5,0,0,"N","Y"
"R1JRRZ8808L5MW",5,0,0,"N","Y"
"R6PWK01XVKOPY",5,55,55,"N","Y"
"RLAYQK2L0626K",5,1,1,"N","Y"
"R2KXFJP7ABT9XF",5,0,0,"N","Y"
"R36BCRHEB6VS1B",5,0,0,"N","Y"
"RUEIEI5AOJXAZ",4,1,1,"N","Y"
"RNVWPTPYHO3PB",5,0,0,"N","Y"
"R1JQ2IJPRQU2V4",5,0,0,"N","Y"
"R2NIYOU6OZLN5C",3,0,1,"N","Y"
"RJQD6COFRQAUK",5,1,1,"N","Y"
"RZN4DJBTK8OIK",5,0,0,"N","Y"
"RQO4LAMKIIX4U",5,0,2,"N","Y"
"R1CKL6XFQ4MBLF",1,5,12,"N","Y"
"R1FJW6HDMM7UPT",5,0,0,"N","Y"
"RRHMA06W2C103",5,0,1,"N","Y"
"R1JS1CUFJ2SXBX",5,0,0,"N","Y"
"R2KDJUMB0LBT06",5,0,2,"N","Y"
"RXE54S64M22EI",3,1,2,"N","Y"
"R32OWAR0027I1L",5,1,1,"N","Y"
"R1UIKS6CMEBI11",2,0,1,"N","Y"
"R1MTG4RWIQMILX",4,0,0,"N","Y"
"RHHJSE6EMKC73",5,0,0,"N","Y"
"R3MC4XO9MAK4XC",5,0,0,"N","N"
"R2JAUV0DATJDIJ",5,0,1,"N","Y"
"R39NRQJORWMXGU",5,0,1,"N","Y"
"R34GCJAWSLJ0UH",5,1,1,"N","Y"
"RJ58U7LG87J23",5,0,0,"N","Y"
"R38VBUIFU6HZIM",5,0,0,"N","Y"
"R28UYBBT067AUJ",4,2,2,"N","N"
"R3AW9VK7SMFA8",1,1,10,"N","Y"
"R25Y4KEUNO2YR2",5,0,0,"N","Y"
"R3TCW7COY0LIN8",4,2,2,"N","N"
"R296UFNAIYSWQL",5,0,0,"N","Y"
"R31I54O13KQYVZ",3,0,2,"N","Y"
"R274LNP8RV9ZQ8",5,1,1,"N","Y"
"R3JMPZ8IMG79FR",2,2,3,"N","Y"
"R6BQ2ETOQCSF0",5,1,1,"N","Y"
"R2ZTDT2THCVBA9",5,0,4,"N","Y"
"R1QCM3ELQZ95HJ",5,0,1,"N","Y"
"R8XPFTDIMJF8D",5,0,0,"N","N"
"RJPSWTR5G4EKP",3,1,1,"N","N"
"RNP4PT00H4SBW",3,0,1,"N","Y"
"R275DSAVN7P4YE",5,1,1,"N","Y"
"R2DKG2JHGOH201",5,0,0,"N","Y"
"RX00XTMM67KJJ",5,0,0,"N","N"
"R3OD1NKFXUXSD0",4,0,0,"N","N"
"R32F5M0NBRZNCF",5,0,0,"N","Y"
"R1D7KXESETR5C9",4,2,3,"N","Y"
"R28WN8UWHLRE7P",5,0,0,"N","Y"
"R2L4943TJ86WS3",5,0,0,"N","Y"
"R3B7KUQN8LDQTU",5,0,0,"N","N"
"R1H8LVED0TA6UV",5,2,3,"N","N"
"R3RI3X4ASF1AVQ",5,0,0,"N","Y"
"REZ091Z5SUFHR",5,3,3,"N","Y"
"R2YK6OYVH9K8U0",5,1,1,"N","Y"
"R2FC5A87IJMTMM",5,2,2,"N","Y"
"R1JAYDJG1A6PX3",5,0,0,"N","Y"
"RRZFQKN2SZSDC",1,38,56,"N","Y"
"R1R1ZDB8ALMAW5",3,0,0,"N","Y"
"R39JN8C4LZ1ZPB",5,0,0,"N","Y"
"R3HZKMAG05Z6D2",3,0,0,"N","Y"
"RQ7ZK7G5A8O0X",5,1,1,"N","Y"
"R394G0H7IN2KLI",5,0,0,"N","Y"
"R30AWPIPX80503",5,0,0,"N","N"
"R39C2AC36C2D6M",5,0,0,"N","Y"
"RGVE4SARFAMHX",4,0,0,"N","Y"
"R350RILNBHR24V",4,0,0,"N","Y"
"R2WRO4UKIO31LH",3,0,0,"N","N"
"R1J0UDO09V9RQV",5,1,2,"N","Y"
"R2PKVK0R60QSF8",5,0,2,"N","Y"
"R1OWEDF0YWDP2S",5,0,0,"N","N"
"R26G6COAZ5SUSS",5,0,0,"N","Y"
"R1JPIM66NWHHV0",4,4,4,"N","Y"
"RMWF1DRGUHSE3",5,0,0,"N","Y"
"R2MPSV41DY9Z0E",5,0,2,"N","Y"
"R10UULJMLC424G",5,0,0,"N","Y"
"R3DV7MIZ71I7VO",4,0,0,"N","Y"
"RDMIIWV926Q6J",4,0,0,"N","Y"
"R11Y214QGHUBDK",1,3,12,"N","Y"
"R793JSZ7AK131",5,0,0,"N","Y"
"R253D7TWYVJ3YC",5,2,2,"N","Y"
"RDBAAAF6ER7GF",5,0,0,"N","Y"
"RLGCPO3QN2EEP",5,2,4,"N","N"
"R4ECMQ1VCXT41",5,0,0,"N","Y"
"R2BRF9T07LWA82",3,0,0,"N","Y"
"R3QBEPLWKMF5I0",5,0,0,"N","Y"
"R3IWAM7POA5SGX",1,0,0,"N","Y"
"R13W239871J6C",5,2,2,"N","Y"
"RS5JBF19AU8F1",1,0,0,"N","Y"
"R2C86HDNFAW8FP",5,0,0,"N","Y"
"R2KZZYCR9UOCZV",5,0,0,"N","Y"
"R37GTC0WX9145V",4,2,2,"N","Y"
"R1UA5LVRS30AXZ",5,0,1,"N","N"
"R2Z4O96MV7D332",1,0,2,"N","Y"
"R1MTKZE5QNFTZO",1,3,4,"N","N"
"R25HCGSAM5OD7D",5,1,2,"N","Y"
"R1JL9BPD01YUGO",5,1,1,"N","Y"
"R1DGZ0Z7HBV9NG",5,1,1,"N","N"
"R2GGVWAJ79H8Q8",4,0,0,"N","N"
"R30CZ37UDZTQEN",4,1,2,"N","Y"
"R3IR6YAYUHQ5TB",4,3,5,"N","N"
"R1ET5PGEVPQ5SI",3,0,0,"N","Y"
"R3KREQJYX0NCYX",5,0,0,"N","N"
"R20TT2FZGBA1AO",3,0,0,"N","Y"
"R374XQ1Q4JD9S2",5,5,6,"N","N"
"R3V2ORQ618Z8BU",5,0,0,"N","N"
"R12QG3G021XBN8",4,5,5,"N","Y"
"RZHIQK2VE7G2Q",5,0,0,"N","Y"
"R2LX6J8W98247V",1,0,2,"N","N"
"R2HR8MKYZ6PYDN",1,0,0,"N","Y"
"R3TBI96TS6AI1S",5,0,0,"N","Y"
"R3SR99D75YIXH0",5,0,0,"N","Y"
"R201SRJ7NA6ZHV",5,23,23,"N","Y"
"RWTVO0WFRESVN",5,0,0,"N","N"
"R98SAVS07V7SJ",5,0,0,"N","Y"
"RYIRKE4BOYQAV",1,7,10,"N","Y"
"R1D0M353N6HOYC",5,0,1,"N","Y"
"RWPLLV1KT47PD",1,0,6,"N","Y"
"RLRDKTQQYQOX5",5,1,1,"N","Y"
"R3EN9E1TAEXCJL",5,2,3,"N","Y"
"R1GFU8ZUKYBUMR",5,1,1,"N","Y"
"R32EXQN4H4XGT6",3,0,0,"N","Y"
"R1VJ33KPG4UIG5",5,0,0,"N","Y"
"R3CH812LZWX898",4,3,4,"N","Y"
"R1IL47RF1MZQV4",5,0,0,"N","Y"
"R15VO6KUD6JMCV",3,0,0,"N","N"
"R31QVOQ95B8GLZ",5,0,0,"N","Y"
"R3AEOYOPEMO7XK",5,0,0,"N","Y"
"RTV95R0ETZD62",5,0,0,"N","Y"
"R2BQQDHNXOEWX4",5,0,0,"N","Y"
"RXFIVFRRCVRFI",4,0,0,"N","Y"
"R3630B3V5OZSIO",4,0,0,"N","Y"
"R22RX91W2NOZWY",5,0,0,"N","Y"
"R25R7V6RF1GVRA",3,0,0,"N","Y"
"R2HZ096IMFGILP",5,0,0,"N","Y"
"R372N4ZIM1JC9J",4,0,0,"N","Y"
"R2FZTED8YNTOFL",5,0,0,"N","Y"
"R1Z53PLA7IMHM1",5,0,0,"N","Y"
"R1403V8UKA53S",5,0,0,"N","Y"
"R1QZ8Q796SMDIB",5,0,0,"N","Y"
"R3A4D74G50S3CF",4,0,0,"N","Y"
"R3T37P74VXW8AN",5,0,0,"N","Y"
"R2L72VWUUGUMAO",5,0,0,"N","Y"
"R1HWKN4RCBNWR8",5,18,19,"N","Y"
"R13JFYXSD46KNI",5,0,0,"N","Y"
"R2IB10AMRK2F0E",4,3,4,"N","Y"
"RXKLJ9FATBA9O",5,0,0,"N","Y"
"R1P5SWCMU1DKJ8",5,0,0,"N","Y"
"RUDPZQVXS3JNK",5,0,0,"N","Y"
"RQ3T9NSKNNOAI",3,0,0,"N","Y"
"R3W4LLC4O5T5FA",4,0,0,"N","Y"
"R2D5GKV03OT07O",4,0,0,"N","Y"
"R2M64O7NT0RWN6",5,0,0,"N","Y"
"R19GWQKK8C3FYR",5,0,0,"N","Y"
"RDA1YWK2WBF7O",3,1,1,"N","N"
"R1PQ2MG3HG0O3M",5,1,1,"N","Y"
"RBRHSF013AKEX",4,0,0,"N","Y"
"R3H495XKQM9HQK",4,1,2,"N","Y"
"RYFUR5WBDS0Y9",4,0,0,"N","Y"
"R2HQYYODWJI4RE",5,0,1,"N","N"
"RKX9GTYL7Q3AP",3,3,7,"N","Y"
"R3ON0BUNPYR424",5,0,0,"N","Y"
"R3B5WOQ66CYXJM",5,0,1,"N","Y"
"R1VA2Z2DLZRIMQ",5,0,0,"N","Y"
"R38IG6KOBM4YJC",5,0,0,"N","Y"
"R3QBR2B163CHKO",4,0,0,"N","Y"
"R2UYEPOBS8JDXM",5,1,1,"N","Y"
"RFRJQQ3CDKNS9",5,0,0,"N","Y"
"R1V7N6BS5J4CEP",5,0,0,"N","Y"
"R31UAND8G9F0CX",5,0,0,"N","N"
"R32U9Z3S4E7G6E",5,0,0,"N","Y"
"R29FFUBZ1HOBWW",4,0,0,"N","Y"
"R369A1S7XP0OYN",5,0,0,"N","Y"
"R2C3LJEF9LBO56",1,0,0,"N","Y"
"R2CXKUYFYCAR2G",5,0,0,"N","Y"
"R10EST5D40ISB9",5,1,2,"N","Y"
"R2R10ZHPC36ZI0",3,22,28,"N","Y"
"R4HFGQKG29OSO",4,0,0,"N","Y"
"R2TX4GH33XAP5S",3,0,1,"N","Y"
"R39LOJFA4MSWSC",5,0,0,"N","Y"
"R30BV9ROUBT7HE",3,0,0,"N","Y"
"RXNU4ENBNR09D",1,0,0,"N","Y"
"R3S5AW0HPL56Y9",5,0,0,"N","Y"
"R1NETHZHLILM1S",5,2,2,"N","N"
"R1F9ZGH8IO6PH0",5,1,2,"N","Y"
"R3HTL6Z9JFP591",5,0,0,"N","Y"
"RNSSQA6ARV6K8",5,0,0,"N","Y"
"R2IOM6N9VKCWRS",3,2,3,"N","Y"
"R29Y4E2Y1M2ZZJ",5,0,0,"N","Y"
"R39NTISOVZWR2W",1,1,11,"N","Y"
"RBCCBNXP72V82",1,0,0,"N","N"
"R9CK6TOG9QEMK",5,0,0,"N","Y"
"R25RY1MA04PPE2",2,0,0,"N","Y"
"R2XYDGTOJP7VQU",5,3,3,"N","N"
"R16NCHZTMS5MQ7",5,0,0,"N","Y"
"R6PO4804FWNFB",1,0,0,"N","Y"
"R3KPR83ACMNMJ3",2,0,0,"N","Y"
"R2M7O9B86T2V7O",5,0,0,"N","Y"
"R1HVQDQZESOBOA",4,0,0,"N","Y"
"R1F2RMW2PUNI34",1,2,4,"N","Y"
"RWKDXQ8D0BGSM",5,0,0,"N","Y"
"R1P8BKLQJNII1R",2,4,5,"N","Y"
"R3RXL0OE78YSXD",1,1,1,"N","Y"
"R1EFCBI0LHX79Z",5,1,1,"N","Y"
"R5K6AH19N60W1",5,0,0,"N","Y"
"R3O33MMG9RPE2A",1,0,0,"N","Y"
"R1MROKMPCTTTRA",5,0,0,"N","Y"
"R2E807E90G7ME3",5,3,3,"N","N"
"R34XO0L75LVFNC",5,0,0,"N","Y"
"RHPXO0QC6WDYV",5,0,0,"N","Y"
"R3GKYHBWYP12QM",5,0,0,"N","Y"
"R15M9YQ7RQJ3LR",4,0,0,"N","Y"
"RF5J3XT8DZ12V",5,1,1,"N","Y"
"R15EZ92QN3FIAK",1,0,0,"N","Y"
"R30Z5HZKFPIG3S",5,0,0,"N","Y"
"RUDC03PMH3OL4",5,0,0,"N","Y"
"R3ST05BZTVGIIT",4,0,0,"N","Y"
"REQYWPLT5QXJN",1,0,2,"N","N"
"R2F2GKB61SM0S4",4,0,0,"N","Y"
"RXLW14ZNLIMQL",5,1,2,"N","N"
"RS6UZDDL4SICI",5,2,3,"N","Y"
"R21RVZHYU8X73N",4,0,0,"N","Y"
"R2KQQXR60WQRFZ",5,0,0,"N","Y"
"R248IMB5RATE08",5,0,0,"N","Y"
"R256MZLY50TWIY",5,1,1,"N","Y"
"R38KCPALQ73IUN",5,0,0,"N","Y"
"R144BBLQUF24PA",5,0,0,"N","Y"
"R1LO01VLMA480T",1,4,5,"N","Y"
"R1168QT3A0Q7C7",5,0,0,"N","Y"
"R2T2CC7Q24ZHZN",1,0,0,"N","Y"
"R29RCLSIXTVHC3",5,0,0,"N","Y"
"R2VW4V3FU1Q4SU",5,0,0,"N","Y"
"R3788B3WTPF5BF",5,0,0,"N","Y"
"R3L7XL5C5516DV",4,1,1,"N","Y"
"R39Q96DHYXD4FU",5,0,0,"N","Y"
"R11KEYUP2DL921",5,0,0,"N","Y"
"R3PHO8SODRHC66",5,0,0,"N","Y"
"R1V2DD2AA617TD",5,0,0,"N","Y"
"R282PMTCARAVXH",5,0,0,"N","Y"
"R3UJIS4A5MW5BC",5,0,0,"N","Y"
"RDGKM7M6H9OOW",5,0,0,"N","Y"
"R3AYE1LG7R9WL6",4,0,0,"N","Y"
"R19DS2FRGL0VMC",5,2,2,"N","Y"
"R24SEZXCPQSOWF",5,0,1,"N","Y"
"RE3YYPH9O10VV",5,3,3,"N","Y"
"R2WFAJI2ATFW8X",5,0,0,"N","Y"
"RFCWGWF3PI7RX",5,1,1,"N","Y"
"R3D4RKX3SCNZTG",5,0,0,"N","Y"
"RIZ9HNL1YXPNO",4,0,0,"N","Y"
"R1CD7WXWN92R4C",5,0,0,"N","Y"
"R1J96098GG5MPV",5,0,0,"N","Y"
"R2X488PGRZ7MUH",5,0,0,"N","Y"
"R33ZKIOP78HDLW",5,0,0,"N","Y"
"R1S0PPI24KWPDV",5,0,0,"N","Y"
"R32LMQ8UAOJYJG",5,0,0,"N","Y"
"R1599JSOGOYCH1",5,1,1,"N","Y"
"RJKQZFMOKH1VT",5,0,0,"N","Y"
"R2QGTFGRQ7FHLC",5,1,1,"N","Y"
"R1WOLCA8WL9NGP",5,0,0,"N","Y"
"R8W7M08M98W0N",5,0,0,"N","Y"
"R9PJGLG833DSM",5,0,0,"N","N"
"R2AWJTKGW8JZMO",4,0,0,"N","N"
"R2Q6IXGBL8VWN7",5,0,0,"N","Y"
"REUC1PXUNU91K",5,3,4,"N","Y"
"R3IFRT9V8JYERK",5,2,2,"N","N"
"R1SC3RIF4CE3B2",5,1,1,"N","Y"
"R1PXURC797JR5Z",5,0,0,"N","Y"
"R1V40SZNT95MZG",1,0,4,"N","Y"
"R3IC1MGBJ52OEA",1,0,0,"N","Y"
"R3ICTWHKNNYWU7",4,0,0,"N","Y"
"R2X0MIKNKOFAA3",5,0,0,"N","N"
"R1NVAM83R8UG1E",5,0,0,"N","Y"
"R2YLHI127ZIGWF",1,0,0,"N","N"
"RTEU6ACOHXD0C",4,0,1,"N","Y"
"R1VKG9XSMDFG9S",5,0,0,"N","Y"
"R1LBV9WJJ7OYSU",5,0,0,"N","Y"
"R11VS0XJ0QUHWN",2,0,0,"N","Y"
"R1AB51D0JOY6L8",1,5,8,"N","Y"
"RPQ22VGS4LD9C",5,0,0,"N","N"
"RMU11X3KY64C1",5,0,0,"N","Y"
"R346I21912YMRN",5,0,0,"N","Y"
"RPXO9VT5B9BZC",5,0,0,"N","Y"
"RUPVWDHQU97NA",5,0,0,"N","Y"
"R25GPHBF3BA0B1",1,0,0,"N","Y"
"RS52UCDOE4POV",4,0,0,"N","Y"
"R39F2Q278O6WZD",2,0,0,"N","Y"
"R2Q2QEJOSR8IVP",5,0,0,"N","Y"
"RGOSB2TDE0QV8",4,0,0,"N","Y"
"R22K39W71N525H",5,0,1,"N","Y"
"R2XC5T4LCS3L05",3,0,2,"N","Y"
"R3N43FEPOAQ40L",4,0,0,"N","Y"
"R2X446RYGJP0HC",5,0,0,"N","Y"
"R2WX0N265GQ14G",5,0,0,"N","Y"
"R368N0PXKYR9H2",5,0,0,"N","Y"
"R2EXBETQ7D0D27",2,3,5,"N","Y"
"R3E3E0NJOI4NTL",2,16,17,"N","Y"
"R37MFRNZZQ21ZE",4,0,0,"N","Y"
"R1VI8OCCFKKLSS",3,0,1,"N","Y"
"R3FWJLM93S6K9H",4,0,0,"N","Y"
"R33MG63HIOHEVT",5,3,4,"N","Y"
"R1A5YNNALDE5HQ",5,0,0,"N","Y"
"R17Q4HBJOQT4KU",5,0,1,"N","Y"
"RQ2LWI73XABYS",5,0,0,"N","Y"
"R3MWQU37GXM3V3",5,1,1,"N","N"
"R2WLOVD0OSE49P",4,0,0,"N","Y"
"R11HBMROG15CKX",4,0,0,"N","Y"
"R154HI9RCW3H1C",4,0,0,"N","Y"
"R3M9UPCAIBX1NS",2,14,15,"N","Y"
"R169BS82YGCBFK",5,0,1,"N","N"
"R1JBIBC2H5ZIPF",5,0,0,"N","Y"
"R3AB5XI689O9LV",5,0,0,"N","Y"
"R1S7DCQMV67UA2",5,0,0,"N","Y"
"R3UTB166XRTOJT",5,0,1,"N","Y"
"R26T56UNTTMZ8R",5,0,0,"N","N"
"R1GBIXLRKBGJKV",5,0,0,"N","Y"
"RZSD7VLF909JU",5,0,1,"N","Y"
"R1HRCQ37AZQOHT",2,3,4,"N","Y"
"RPVJ0OQWSV8YG",1,0,0,"N","Y"
"RS3H9B7AHPVQY",5,0,0,"N","Y"
"R210NTPSNEL49M",5,0,0,"N","Y"
"R3I71YQ3SV2W29",5,0,0,"N","Y"
"RK7TL2SXCIX0I",5,2,3,"N","N"
"R7PMYBO27OGRW",5,4,4,"N","Y"
"R1ES5ZVHFN6MS6",5,2,2,"N","Y"
"R2TFOWWFRNMD0R",5,0,0,"N","Y"
"R4KFU9PZK4WX",2,1,1,"N","N"
"R29AMYXYEKVB3C",4,0,0,"N","Y"
"R1HB4QF6QPNO0G",4,0,0,"N","Y"
"R2NTR6APQDRZH3",5,0,0,"N","Y"
"R226IQXEE13KWK",5,0,0,"N","N"
"RVTGVPTJ34285",2,0,1,"N","Y"
"R1ZK2RWSDY4Z2D",5,0,0,"N","Y"
"R3DQTVLWCVJZW1",5,0,1,"N","Y"
"R1K3FTXZHS7RAG",5,0,0,"N","Y"
"R2WE6UDE3ISDM2",5,0,0,"N","N"
"R1OOLI3X2U3RSJ",5,0,0,"N","Y"
"R1CDALNAT6PWE9",1,0,1,"N","N"
"R1Y1Z1O58JVI76",5,0,0,"N","Y"
"R1TEICFPGV08D0",3,0,1,"N","Y"
"R1A5CYAUMTOLNR",1,0,0,"N","Y"
"R3FIL0JA9UOZF6",4,0,0,"N","Y"
"R3631LWIZC7ITX",1,1,2,"N","Y"
"R2CGLSH7UXDXHL",5,0,0,"N","Y"
"R3VLH3NYDG53Y5",5,0,0,"N","Y"
"R34D7O3KBPX0F1",2,0,2,"N","N"
"R28U9JYWZ36AEG",5,0,0,"N","N"
"R19DDYWRZS8U1R",5,1,1,"N","Y"
"R1VU6C85PDTYF3",5,1,1,"N","Y"
"R20L0VP48YVOYV",1,0,3,"N","Y"
"R1RXGGUB7107X2",4,0,0,"N","Y"
"R1QXRBRAM1NRCW",5,0,0,"N","Y"
"RT9LW3AQA4V9P",5,0,0,"N","Y"
"R128LSCSUSIHGR",5,3,3,"N","Y"
